year,pref,sort_n,over30_capitol,over30_capitol_roy,over30_capitol_ytd,over35_capitol,over35_capitol_roy,over35_capitol_ytd,temp
2006,北海道,24,,,,0,0,0,猛暑日
2006,青森県,31,14,4,10,,,,真夏日
2006,青森県,31,,,,0,0,0,猛暑日
2006,秋田県,32,23,4,19,,,,真夏日
2006,秋田県,32,,,,2,0,2,猛暑日
2006,岩手県,33,19,1,18,,,,真夏日
2006,岩手県,33,,,,1,0,1,猛暑日
2006,宮城県,34,13,3,10,,,,真夏日
2006,宮城県,34,,,,0,0,0,猛暑日
2006,山形県,35,36,5,31,,,,真夏日
2006,山形県,35,,,,0,0,0,猛暑日
2006,福島県,36,37,8,29,,,,真夏日
2006,福島県,36,,,,2,0,2,猛暑日
2006,茨城県,40,23,5,18,,,,真夏日
2006,茨城県,40,,,,1,0,1,猛暑日
2006,栃木県,41,36,9,27,,,,真夏日
2006,栃木県,41,,,,3,1,2,猛暑日
2006,群馬県,42,47,8,39,,,,真夏日
2006,群馬県,42,,,,5,0,5,猛暑日
2006,埼玉県,43,43,9,34,,,,真夏日
2006,埼玉県,43,,,,5,0,5,猛暑日
2006,千葉県,45,40,9,31,,,,真夏日
2006,千葉県,45,,,,2,0,2,猛暑日
2006,神奈川県,46,32,5,27,,,,真夏日
2006,神奈川県,46,,,,2,0,2,猛暑日
2006,長野県,48,46,12,34,,,,真夏日
2006,長野県,48,,,,5,0,5,猛暑日
2006,山梨県,49,63,16,47,,,,真夏日
2006,山梨県,49,,,,12,0,12,猛暑日
2006,静岡県,50,48,14,34,,,,真夏日
2006,静岡県,50,,,,1,0,1,猛暑日
2006,愛知県,51,65,15,50,,,,真夏日
2006,愛知県,51,,,,14,0,14,猛暑日
2006,岐阜県,52,65,16,49,,,,真夏日
2006,岐阜県,52,,,,20,1,19,猛暑日
2006,三重県,53,55,12,43,,,,真夏日
2006,三重県,53,,,,8,0,8,猛暑日
2006,新潟県,54,39,9,30,,,,真夏日
2006,新潟県,54,,,,4,0,4,猛暑日
2006,富山県,55,43,8,35,,,,真夏日
2006,富山県,55,,,,3,1,2,猛暑日
2006,石川県,56,45,11,34,,,,真夏日
2006,石川県,56,,,,1,0,1,猛暑日
2006,福井県,57,53,11,42,,,,真夏日
2006,福井県,57,,,,5,0,5,猛暑日
2006,滋賀県,60,48,11,37,,,,真夏日
2006,滋賀県,60,,,,1,0,1,猛暑日
2006,京都府,61,71,15,56,,,,真夏日
2006,京都府,61,,,,18,2,16,猛暑日
2006,大阪府,62,71,15,56,,,,真夏日
2006,大阪府,62,,,,17,2,15,猛暑日
2006,兵庫県,63,54,14,40,,,,真夏日
2006,兵庫県,63,,,,5,0,5,猛暑日
2006,奈良県,64,61,13,48,,,,真夏日
2006,奈良県,64,,,,12,2,10,猛暑日
2006,和歌山県,65,59,13,46,,,,真夏日
2006,和歌山県,65,,,,11,1,10,猛暑日
2006,岡山県,66,67,11,56,,,,真夏日
2006,岡山県,66,,,,14,0,14,猛暑日
2006,広島県,67,56,14,42,,,,真夏日
2006,広島県,67,,,,7,0,7,猛暑日
2006,島根県,68,47,10,37,,,,真夏日
2006,島根県,68,,,,3,1,2,猛暑日
2006,鳥取県,69,56,14,42,,,,真夏日
2006,鳥取県,69,,,,9,1,8,猛暑日
2006,徳島県,71,49,11,38,,,,真夏日
2006,徳島県,71,,,,4,0,4,猛暑日
2006,香川県,72,63,10,53,,,,真夏日
2006,香川県,72,,,,14,0,14,猛暑日
2006,愛媛県,73,63,16,47,,,,真夏日
2006,愛媛県,73,,,,4,0,4,猛暑日
2006,高知県,74,63,17,46,,,,真夏日
2006,高知県,74,,,,3,0,3,猛暑日
2006,山口県,81,58,11,47,,,,真夏日
2006,山口県,81,,,,11,1,10,猛暑日
2006,福岡県,82,55,9,46,,,,真夏日
2006,福岡県,82,,,,6,0,6,猛暑日
2006,大分県,83,51,9,42,,,,真夏日
2006,大分県,83,,,,2,0,2,猛暑日
2006,長崎県,84,50,10,40,,,,真夏日
2006,長崎県,84,,,,2,0,2,猛暑日
2006,佐賀県,85,68,14,54,,,,真夏日
2006,佐賀県,85,,,,23,1,22,猛暑日
2006,熊本県,86,78,23,55,,,,真夏日
2006,熊本県,86,,,,22,0,22,猛暑日
2006,宮崎県,87,63,10,53,,,,真夏日
2006,宮崎県,87,,,,3,0,3,猛暑日
2006,鹿児島県,88,76,20,56,,,,真夏日
2006,鹿児島県,88,,,,8,0,8,猛暑日
2006,沖縄県,91,96,28,68,,,,真夏日
2006,沖縄県,91,,,,1,0,1,猛暑日
2007,東京都,1,55,16,39,,,,真夏日
2007,東京都,1,,,,7,0,7,猛暑日
2007,北海道,24,10,3,7,,,,真夏日
2007,北海道,24,,,,0,0,0,猛暑日
2007,青森県,31,21,5,16,,,,真夏日
2007,青森県,31,,,,0,0,0,猛暑日
2007,秋田県,32,15,5,10,,,,真夏日
2007,秋田県,32,,,,2,0,2,猛暑日
2007,岩手県,33,22,4,18,,,,真夏日
2007,岩手県,33,,,,2,0,2,猛暑日
2007,宮城県,34,22,4,18,,,,真夏日
2007,宮城県,34,,,,1,0,1,猛暑日
2007,山形県,35,42,13,29,,,,真夏日
2007,山形県,35,,,,7,0,7,猛暑日
2007,福島県,36,47,13,34,,,,真夏日
2007,福島県,36,,,,10,0,10,猛暑日
2007,茨城県,40,38,15,23,,,,真夏日
2007,茨城県,40,,,,4,0,4,猛暑日
2007,栃木県,41,51,17,34,,,,真夏日
2007,栃木県,41,,,,6,0,6,猛暑日
2007,群馬県,42,61,19,42,,,,真夏日
2007,群馬県,42,,,,13,0,13,猛暑日
2007,埼玉県,43,54,17,37,,,,真夏日
2007,埼玉県,43,,,,8,0,8,猛暑日
2007,千葉県,45,51,16,35,,,,真夏日
2007,千葉県,45,,,,5,0,5,猛暑日
2007,神奈川県,46,46,15,31,,,,真夏日
2007,神奈川県,46,,,,3,0,3,猛暑日
2007,長野県,48,54,19,35,,,,真夏日
2007,長野県,48,,,,4,0,4,猛暑日
2007,山梨県,49,74,19,55,,,,真夏日
2007,山梨県,49,,,,14,1,13,猛暑日
2007,静岡県,50,49,14,35,,,,真夏日
2007,静岡県,50,,,,2,0,2,猛暑日
2007,愛知県,51,73,25,48,,,,真夏日
2007,愛知県,51,,,,14,3,11,猛暑日
2007,岐阜県,52,73,23,50,,,,真夏日
2007,岐阜県,52,,,,19,4,15,猛暑日
2007,三重県,53,52,17,35,,,,真夏日
2007,三重県,53,,,,4,0,4,猛暑日
2007,新潟県,54,29,11,18,,,,真夏日
2007,新潟県,54,,,,2,0,2,猛暑日
2007,富山県,55,46,17,29,,,,真夏日
2007,富山県,55,,,,16,3,13,猛暑日
2007,石川県,56,38,15,23,,,,真夏日
2007,石川県,56,,,,4,0,4,猛暑日
2007,福井県,57,48,19,29,,,,真夏日
2007,福井県,57,,,,7,0,7,猛暑日
2007,滋賀県,60,46,18,28,,,,真夏日
2007,滋賀県,60,,,,3,0,3,猛暑日
2007,京都府,61,76,28,48,,,,真夏日
2007,京都府,61,,,,20,3,17,猛暑日
2007,大阪府,62,79,33,46,,,,真夏日
2007,大阪府,62,,,,16,4,12,猛暑日
2007,兵庫県,63,62,30,32,,,,真夏日
2007,兵庫県,63,,,,2,0,2,猛暑日
2007,奈良県,64,65,24,41,,,,真夏日
2007,奈良県,64,,,,11,1,10,猛暑日
2007,和歌山県,65,68,30,38,,,,真夏日
2007,和歌山県,65,,,,4,1,3,猛暑日
2007,岡山県,66,76,28,48,,,,真夏日
2007,岡山県,66,,,,14,4,10,猛暑日
2007,広島県,67,75,33,42,,,,真夏日
2007,広島県,67,,,,8,2,6,猛暑日
2007,島根県,68,49,16,33,,,,真夏日
2007,島根県,68,,,,6,0,6,猛暑日
2007,鳥取県,69,55,19,36,,,,真夏日
2007,鳥取県,69,,,,9,1,8,猛暑日
2007,徳島県,71,68,30,38,,,,真夏日
2007,徳島県,71,,,,5,2,3,猛暑日
2007,香川県,72,78,33,45,,,,真夏日
2007,香川県,72,,,,12,3,9,猛暑日
2007,愛媛県,73,76,32,44,,,,真夏日
2007,愛媛県,73,,,,2,0,2,猛暑日
2007,高知県,74,77,31,46,,,,真夏日
2007,高知県,74,,,,4,3,1,猛暑日
2007,山口県,81,70,28,42,,,,真夏日
2007,山口県,81,,,,8,2,6,猛暑日
2007,福岡県,82,74,29,45,,,,真夏日
2007,福岡県,82,,,,8,3,5,猛暑日
2007,大分県,83,74,27,47,,,,真夏日
2007,大分県,83,,,,6,4,2,猛暑日
2007,長崎県,84,75,36,39,,,,真夏日
2007,長崎県,84,,,,0,0,0,猛暑日
2007,佐賀県,85,87,35,52,,,,真夏日
2007,佐賀県,85,,,,16,1,15,猛暑日
2007,熊本県,86,99,43,56,,,,真夏日
2007,熊本県,86,,,,27,7,20,猛暑日
2007,宮崎県,87,77,26,51,,,,真夏日
2007,宮崎県,87,,,,1,0,1,猛暑日
2007,鹿児島県,88,96,42,54,,,,真夏日
2007,鹿児島県,88,,,,13,2,11,猛暑日
2007,沖縄県,91,110,44,66,,,,真夏日
2007,沖縄県,91,,,,0,0,0,猛暑日
2008,東京都,1,53,12,41,,,,真夏日
2008,東京都,1,,,,1,0,1,猛暑日
2008,北海道,24,4,0,4,,,,真夏日
2008,北海道,24,,,,0,0,0,猛暑日
2008,青森県,31,4,0,4,,,,真夏日
2008,青森県,31,,,,0,0,0,猛暑日
2008,秋田県,32,19,6,13,,,,真夏日
2008,秋田県,32,,,,0,0,0,猛暑日
2008,岩手県,33,13,1,12,,,,真夏日
2008,岩手県,33,,,,0,0,0,猛暑日
2008,宮城県,34,11,1,10,,,,真夏日
2008,宮城県,34,,,,0,0,0,猛暑日
2008,山形県,35,40,5,35,,,,真夏日
2008,山形県,35,,,,2,0,2,猛暑日
2008,福島県,36,38,6,32,,,,真夏日
2008,福島県,36,,,,3,0,3,猛暑日
2008,茨城県,40,24,2,22,,,,真夏日
2008,茨城県,40,,,,2,0,2,猛暑日
2008,栃木県,41,48,13,35,,,,真夏日
2008,栃木県,41,,,,2,0,2,猛暑日
2008,群馬県,42,58,14,44,,,,真夏日
2008,群馬県,42,,,,11,0,11,猛暑日
2008,埼玉県,43,49,10,39,,,,真夏日
2008,埼玉県,43,,,,4,0,4,猛暑日
2008,千葉県,45,48,11,37,,,,真夏日
2008,千葉県,45,,,,1,0,1,猛暑日
2008,神奈川県,46,51,10,41,,,,真夏日
2008,神奈川県,46,,,,1,0,1,猛暑日
2008,長野県,48,47,8,39,,,,真夏日
2008,長野県,48,,,,3,0,3,猛暑日
2008,山梨県,49,64,17,47,,,,真夏日
2008,山梨県,49,,,,13,0,13,猛暑日
2008,静岡県,50,53,15,38,,,,真夏日
2008,静岡県,50,,,,4,0,4,猛暑日
2008,愛知県,51,69,18,51,,,,真夏日
2008,愛知県,51,,,,26,0,26,猛暑日
2008,岐阜県,52,73,17,56,,,,真夏日
2008,岐阜県,52,,,,21,0,21,猛暑日
2008,三重県,53,53,8,45,,,,真夏日
2008,三重県,53,,,,5,0,5,猛暑日
2008,新潟県,54,24,6,18,,,,真夏日
2008,新潟県,54,,,,0,0,0,猛暑日
2008,富山県,55,44,6,38,,,,真夏日
2008,富山県,55,,,,4,0,4,猛暑日
2008,石川県,56,50,8,42,,,,真夏日
2008,石川県,56,,,,2,0,2,猛暑日
2008,福井県,57,56,9,47,,,,真夏日
2008,福井県,57,,,,9,0,9,猛暑日
2008,滋賀県,60,53,7,46,,,,真夏日
2008,滋賀県,60,,,,6,0,6,猛暑日
2008,京都府,61,78,19,59,,,,真夏日
2008,京都府,61,,,,21,0,21,猛暑日
2008,大阪府,62,71,18,53,,,,真夏日
2008,大阪府,62,,,,13,0,13,猛暑日
2008,兵庫県,63,60,15,45,,,,真夏日
2008,兵庫県,63,,,,0,0,0,猛暑日
2008,奈良県,64,65,15,50,,,,真夏日
2008,奈良県,64,,,,11,0,11,猛暑日
2008,和歌山県,65,64,18,46,,,,真夏日
2008,和歌山県,65,,,,4,0,4,猛暑日
2008,岡山県,66,71,14,57,,,,真夏日
2008,岡山県,66,,,,19,0,19,猛暑日
2008,広島県,67,73,21,52,,,,真夏日
2008,広島県,67,,,,13,0,13,猛暑日
2008,島根県,68,53,7,46,,,,真夏日
2008,島根県,68,,,,8,0,8,猛暑日
2008,鳥取県,69,61,10,51,,,,真夏日
2008,鳥取県,69,,,,15,0,15,猛暑日
2008,徳島県,71,66,16,50,,,,真夏日
2008,徳島県,71,,,,4,0,4,猛暑日
2008,香川県,72,70,15,55,,,,真夏日
2008,香川県,72,,,,15,0,15,猛暑日
2008,愛媛県,73,73,19,54,,,,真夏日
2008,愛媛県,73,,,,11,0,11,猛暑日
2008,高知県,74,72,20,52,,,,真夏日
2008,高知県,74,,,,2,0,2,猛暑日
2008,山口県,81,68,19,49,,,,真夏日
2008,山口県,81,,,,11,0,11,猛暑日
2008,福岡県,82,65,12,53,,,,真夏日
2008,福岡県,82,,,,10,0,10,猛暑日
2008,大分県,83,66,12,54,,,,真夏日
2008,大分県,83,,,,11,0,11,猛暑日
2008,長崎県,84,69,20,49,,,,真夏日
2008,長崎県,84,,,,3,0,3,猛暑日
2008,佐賀県,85,76,21,55,,,,真夏日
2008,佐賀県,85,,,,21,0,21,猛暑日
2008,熊本県,86,87,26,61,,,,真夏日
2008,熊本県,86,,,,22,0,22,猛暑日
2008,宮崎県,87,58,10,48,,,,真夏日
2008,宮崎県,87,,,,7,0,7,猛暑日
2008,鹿児島県,88,77,24,53,,,,真夏日
2008,鹿児島県,88,,,,10,0,10,猛暑日
2008,沖縄県,91,124,47,77,,,,真夏日
2008,沖縄県,91,,,,0,0,0,猛暑日
2009,東京都,1,38,3,35,,,,真夏日
2009,東京都,1,,,,0,0,0,猛暑日
2009,北海道,24,4,0,4,,,,真夏日
2009,北海道,24,,,,0,0,0,猛暑日
2009,青森県,31,4,0,4,,,,真夏日
2009,青森県,31,,,,0,0,0,猛暑日
2009,秋田県,32,10,0,10,,,,真夏日
2009,秋田県,32,,,,0,0,0,猛暑日
2009,岩手県,33,15,0,15,,,,真夏日
2009,岩手県,33,,,,0,0,0,猛暑日
2009,宮城県,34,10,0,10,,,,真夏日
2009,宮城県,34,,,,0,0,0,猛暑日
2009,山形県,35,25,0,25,,,,真夏日
2009,山形県,35,,,,1,0,1,猛暑日
2009,福島県,36,37,3,34,,,,真夏日
2009,福島県,36,,,,3,0,3,猛暑日
2009,茨城県,40,21,2,19,,,,真夏日
2009,茨城県,40,,,,0,0,0,猛暑日
2009,栃木県,41,42,6,36,,,,真夏日
2009,栃木県,41,,,,1,0,1,猛暑日
2009,群馬県,42,50,8,42,,,,真夏日
2009,群馬県,42,,,,3,0,3,猛暑日
2009,埼玉県,43,43,6,37,,,,真夏日
2009,埼玉県,43,,,,1,0,1,猛暑日
2009,千葉県,45,29,3,26,,,,真夏日
2009,千葉県,45,,,,0,0,0,猛暑日
2009,神奈川県,46,30,3,27,,,,真夏日
2009,神奈川県,46,,,,0,0,0,猛暑日
2009,長野県,48,38,4,34,,,,真夏日
2009,長野県,48,,,,1,0,1,猛暑日
2009,山梨県,49,63,15,48,,,,真夏日
2009,山梨県,49,,,,3,0,3,猛暑日
2009,静岡県,50,37,6,31,,,,真夏日
2009,静岡県,50,,,,2,0,2,猛暑日
2009,愛知県,51,72,22,50,,,,真夏日
2009,愛知県,51,,,,2,0,2,猛暑日
2009,岐阜県,52,69,18,51,,,,真夏日
2009,岐阜県,52,,,,7,0,7,猛暑日
2009,三重県,53,42,7,35,,,,真夏日
2009,三重県,53,,,,2,0,2,猛暑日
2009,新潟県,54,17,2,15,,,,真夏日
2009,新潟県,54,,,,1,0,1,猛暑日
2009,富山県,55,32,3,29,,,,真夏日
2009,富山県,55,,,,2,0,2,猛暑日
2009,石川県,56,27,2,25,,,,真夏日
2009,石川県,56,,,,0,0,0,猛暑日
2009,福井県,57,40,4,36,,,,真夏日
2009,福井県,57,,,,1,0,1,猛暑日
2009,滋賀県,60,37,5,32,,,,真夏日
2009,滋賀県,60,,,,1,0,1,猛暑日
2009,京都府,61,69,14,55,,,,真夏日
2009,京都府,61,,,,6,0,6,猛暑日
2009,大阪府,62,73,20,53,,,,真夏日
2009,大阪府,62,,,,3,0,3,猛暑日
2009,兵庫県,63,48,13,35,,,,真夏日
2009,兵庫県,63,,,,2,0,2,猛暑日
2009,奈良県,64,73,18,55,,,,真夏日
2009,奈良県,64,,,,1,0,1,猛暑日
2009,和歌山県,65,59,16,43,,,,真夏日
2009,和歌山県,65,,,,0,0,0,猛暑日
2009,岡山県,66,69,13,56,,,,真夏日
2009,岡山県,66,,,,1,0,1,猛暑日
2009,広島県,67,60,18,42,,,,真夏日
2009,広島県,67,,,,1,0,1,猛暑日
2009,島根県,68,30,1,29,,,,真夏日
2009,島根県,68,,,,0,0,0,猛暑日
2009,鳥取県,69,42,4,38,,,,真夏日
2009,鳥取県,69,,,,0,0,0,猛暑日
2009,徳島県,71,57,15,42,,,,真夏日
2009,徳島県,71,,,,2,0,2,猛暑日
2009,香川県,72,71,15,56,,,,真夏日
2009,香川県,72,,,,4,0,4,猛暑日
2009,愛媛県,73,66,20,46,,,,真夏日
2009,愛媛県,73,,,,1,0,1,猛暑日
2009,高知県,74,62,19,43,,,,真夏日
2009,高知県,74,,,,4,1,3,猛暑日
2009,山口県,81,68,17,51,,,,真夏日
2009,山口県,81,,,,0,0,0,猛暑日
2009,福岡県,82,57,12,45,,,,真夏日
2009,福岡県,82,,,,0,0,0,猛暑日
2009,大分県,83,58,13,45,,,,真夏日
2009,大分県,83,,,,2,0,2,猛暑日
2009,長崎県,84,57,23,34,,,,真夏日
2009,長崎県,84,,,,2,0,2,猛暑日
2009,佐賀県,85,71,21,50,,,,真夏日
2009,佐賀県,85,,,,5,0,5,猛暑日
2009,熊本県,86,83,30,53,,,,真夏日
2009,熊本県,86,,,,9,2,7,猛暑日
2009,宮崎県,87,58,11,47,,,,真夏日
2009,宮崎県,87,,,,4,0,4,猛暑日
2009,鹿児島県,88,89,35,54,,,,真夏日
2009,鹿児島県,88,,,,6,1,5,猛暑日
2009,沖縄県,91,109,42,67,,,,真夏日
2009,沖縄県,91,,,,0,0,0,猛暑日
2010,東京都,1,71,21,50,,,,真夏日
2010,東京都,1,,,,13,4,9,猛暑日
2010,北海道,24,20,5,15,,,,真夏日
2010,北海道,24,,,,0,0,0,猛暑日
2010,青森県,31,33,8,25,,,,真夏日
2010,青森県,31,,,,1,0,1,猛暑日
2010,秋田県,32,36,12,24,,,,真夏日
2010,秋田県,32,,,,1,0,1,猛暑日
2010,岩手県,33,50,12,38,,,,真夏日
2010,岩手県,33,,,,2,0,2,猛暑日
2010,宮城県,34,48,13,35,,,,真夏日
2010,宮城県,34,,,,2,1,1,猛暑日
2010,山形県,35,67,15,52,,,,真夏日
2010,山形県,35,,,,8,1,7,猛暑日
2010,福島県,36,72,17,55,,,,真夏日
2010,福島県,36,,,,24,6,18,猛暑日
2010,茨城県,40,58,18,40,,,,真夏日
2010,茨城県,40,,,,6,3,3,猛暑日
2010,栃木県,41,67,20,47,,,,真夏日
2010,栃木県,41,,,,11,3,8,猛暑日
2010,群馬県,42,82,22,60,,,,真夏日
2010,群馬県,42,,,,27,12,15,猛暑日
2010,埼玉県,43,82,23,59,,,,真夏日
2010,埼玉県,43,,,,33,14,19,猛暑日
2010,千葉県,45,67,21,46,,,,真夏日
2010,千葉県,45,,,,10,4,6,猛暑日
2010,神奈川県,46,68,20,48,,,,真夏日
2010,神奈川県,46,,,,6,2,4,猛暑日
2010,長野県,48,62,17,45,,,,真夏日
2010,長野県,48,,,,4,0,4,猛暑日
2010,山梨県,49,82,25,57,,,,真夏日
2010,山梨県,49,,,,34,14,20,猛暑日
2010,静岡県,50,68,21,47,,,,真夏日
2010,静岡県,50,,,,3,2,1,猛暑日
2010,愛知県,51,83,26,57,,,,真夏日
2010,愛知県,51,,,,30,14,16,猛暑日
2010,岐阜県,52,81,27,54,,,,真夏日
2010,岐阜県,52,,,,33,15,18,猛暑日
2010,三重県,53,71,24,47,,,,真夏日
2010,三重県,53,,,,13,3,10,猛暑日
2010,新潟県,54,54,15,39,,,,真夏日
2010,新潟県,54,,,,3,1,2,猛暑日
2010,富山県,55,66,20,46,,,,真夏日
2010,富山県,55,,,,19,3,16,猛暑日
2010,石川県,56,60,16,44,,,,真夏日
2010,石川県,56,,,,3,1,2,猛暑日
2010,福井県,57,69,18,51,,,,真夏日
2010,福井県,57,,,,25,10,15,猛暑日
2010,滋賀県,60,67,20,47,,,,真夏日
2010,滋賀県,60,,,,11,8,3,猛暑日
2010,京都府,61,85,25,60,,,,真夏日
2010,京都府,61,,,,35,13,22,猛暑日
2010,大阪府,62,82,26,56,,,,真夏日
2010,大阪府,62,,,,31,13,18,猛暑日
2010,兵庫県,63,72,25,47,,,,真夏日
2010,兵庫県,63,,,,7,2,5,猛暑日
2010,奈良県,64,83,26,57,,,,真夏日
2010,奈良県,64,,,,30,15,15,猛暑日
2010,和歌山県,65,75,27,48,,,,真夏日
2010,和歌山県,65,,,,10,1,9,猛暑日
2010,岡山県,66,88,27,61,,,,真夏日
2010,岡山県,66,,,,24,6,18,猛暑日
2010,広島県,67,79,28,51,,,,真夏日
2010,広島県,67,,,,24,9,15,猛暑日
2010,島根県,68,64,21,43,,,,真夏日
2010,島根県,68,,,,18,9,9,猛暑日
2010,鳥取県,69,70,20,50,,,,真夏日
2010,鳥取県,69,,,,30,13,17,猛暑日
2010,徳島県,71,72,28,44,,,,真夏日
2010,徳島県,71,,,,6,0,6,猛暑日
2010,香川県,72,86,28,58,,,,真夏日
2010,香川県,72,,,,22,8,14,猛暑日
2010,愛媛県,73,76,27,49,,,,真夏日
2010,愛媛県,73,,,,14,5,9,猛暑日
2010,高知県,74,76,29,47,,,,真夏日
2010,高知県,74,,,,3,0,3,猛暑日
2010,山口県,81,80,26,54,,,,真夏日
2010,山口県,81,,,,13,1,12,猛暑日
2010,福岡県,82,74,26,48,,,,真夏日
2010,福岡県,82,,,,24,10,14,猛暑日
2010,大分県,83,75,25,50,,,,真夏日
2010,大分県,83,,,,20,6,14,猛暑日
2010,長崎県,84,60,24,36,,,,真夏日
2010,長崎県,84,,,,1,0,1,猛暑日
2010,佐賀県,85,77,25,52,,,,真夏日
2010,佐賀県,85,,,,26,8,18,猛暑日
2010,熊本県,86,85,27,58,,,,真夏日
2010,熊本県,86,,,,23,8,15,猛暑日
2010,宮崎県,87,73,24,49,,,,真夏日
2010,宮崎県,87,,,,4,0,4,猛暑日
2010,鹿児島県,88,75,29,46,,,,真夏日
2010,鹿児島県,88,,,,0,0,0,猛暑日
2010,沖縄県,91,97,37,60,,,,真夏日
2010,沖縄県,91,,,,0,0,0,猛暑日
2011,東京都,1,61,17,44,,,,真夏日
2011,東京都,1,,,,4,0,4,猛暑日
2011,北海道,24,11,1,10,,,,真夏日
2011,北海道,24,,,,0,0,0,猛暑日
2011,青森県,31,23,5,18,,,,真夏日
2011,青森県,31,,,,1,1,0,猛暑日
2011,秋田県,32,34,8,26,,,,真夏日
2011,秋田県,32,,,,1,0,1,猛暑日
2011,岩手県,33,27,2,25,,,,真夏日
2011,岩手県,33,,,,0,0,0,猛暑日
2011,宮城県,34,36,5,31,,,,真夏日
2011,宮城県,34,,,,1,0,1,猛暑日
2011,山形県,35,53,13,40,,,,真夏日
2011,山形県,35,,,,4,0,4,猛暑日
2011,福島県,36,69,18,51,,,,真夏日
2011,福島県,36,,,,14,0,14,猛暑日
2011,茨城県,40,47,10,37,,,,真夏日
2011,茨城県,40,,,,6,0,6,猛暑日
2011,栃木県,41,63,18,45,,,,真夏日
2011,栃木県,41,,,,12,0,12,猛暑日
2011,群馬県,42,69,17,52,,,,真夏日
2011,群馬県,42,,,,23,0,23,猛暑日
2011,埼玉県,43,69,22,47,,,,真夏日
2011,埼玉県,43,,,,18,0,18,猛暑日
2011,千葉県,45,61,20,41,,,,真夏日
2011,千葉県,45,,,,2,0,2,猛暑日
2011,神奈川県,46,64,19,45,,,,真夏日
2011,神奈川県,46,,,,1,0,1,猛暑日
2011,長野県,48,63,17,46,,,,真夏日
2011,長野県,48,,,,4,0,4,猛暑日
2011,山梨県,49,75,19,56,,,,真夏日
2011,山梨県,49,,,,26,0,26,猛暑日
2011,静岡県,50,65,16,49,,,,真夏日
2011,静岡県,50,,,,8,0,8,猛暑日
2011,愛知県,51,78,21,57,,,,真夏日
2011,愛知県,51,,,,14,0,14,猛暑日
2011,岐阜県,52,79,22,57,,,,真夏日
2011,岐阜県,52,,,,15,0,15,猛暑日
2011,三重県,53,61,14,47,,,,真夏日
2011,三重県,53,,,,4,0,4,猛暑日
2011,新潟県,54,51,16,35,,,,真夏日
2011,新潟県,54,,,,2,1,1,猛暑日
2011,富山県,55,58,12,46,,,,真夏日
2011,富山県,55,,,,5,1,4,猛暑日
2011,石川県,56,65,19,46,,,,真夏日
2011,石川県,56,,,,2,0,2,猛暑日
2011,福井県,57,75,22,53,,,,真夏日
2011,福井県,57,,,,12,0,12,猛暑日
2011,滋賀県,60,77,21,56,,,,真夏日
2011,滋賀県,60,,,,10,0,10,猛暑日
2011,京都府,61,79,22,57,,,,真夏日
2011,京都府,61,,,,17,1,16,猛暑日
2011,大阪府,62,76,20,56,,,,真夏日
2011,大阪府,62,,,,7,0,7,猛暑日
2011,兵庫県,63,66,20,46,,,,真夏日
2011,兵庫県,63,,,,2,0,2,猛暑日
2011,奈良県,64,72,19,53,,,,真夏日
2011,奈良県,64,,,,7,0,7,猛暑日
2011,和歌山県,65,70,19,51,,,,真夏日
2011,和歌山県,65,,,,3,0,3,猛暑日
2011,岡山県,66,69,18,51,,,,真夏日
2011,岡山県,66,,,,11,0,11,猛暑日
2011,広島県,67,70,21,49,,,,真夏日
2011,広島県,67,,,,1,0,1,猛暑日
2011,島根県,68,59,17,42,,,,真夏日
2011,島根県,68,,,,2,0,2,猛暑日
2011,鳥取県,69,65,19,46,,,,真夏日
2011,鳥取県,69,,,,13,0,13,猛暑日
2011,徳島県,71,68,17,51,,,,真夏日
2011,徳島県,71,,,,1,0,1,猛暑日
2011,香川県,72,72,20,52,,,,真夏日
2011,香川県,72,,,,7,1,6,猛暑日
2011,愛媛県,73,71,19,52,,,,真夏日
2011,愛媛県,73,,,,3,1,2,猛暑日
2011,高知県,74,73,21,52,,,,真夏日
2011,高知県,74,,,,0,0,0,猛暑日
2011,山口県,81,68,17,51,,,,真夏日
2011,山口県,81,,,,3,0,3,猛暑日
2011,福岡県,82,73,20,53,,,,真夏日
2011,福岡県,82,,,,8,0,8,猛暑日
2011,大分県,83,70,18,52,,,,真夏日
2011,大分県,83,,,,3,0,3,猛暑日
2011,長崎県,84,64,19,45,,,,真夏日
2011,長崎県,84,,,,2,0,2,猛暑日
2011,佐賀県,85,74,23,51,,,,真夏日
2011,佐賀県,85,,,,10,3,7,猛暑日
2011,熊本県,86,82,26,56,,,,真夏日
2011,熊本県,86,,,,8,5,3,猛暑日
2011,宮崎県,87,68,14,54,,,,真夏日
2011,宮崎県,87,,,,0,0,0,猛暑日
2011,鹿児島県,88,79,22,57,,,,真夏日
2011,鹿児島県,88,,,,1,1,0,猛暑日
2011,沖縄県,91,105,32,73,,,,真夏日
2011,沖縄県,91,,,,0,0,0,猛暑日
2012,東京都,1,66,26,40,,,,真夏日
2012,東京都,1,,,,6,2,4,猛暑日
2012,北海道,24,20,10,10,,,,真夏日
2012,北海道,24,,,,0,0,0,猛暑日
2012,青森県,31,30,18,12,,,,真夏日
2012,青森県,31,,,,2,1,1,猛暑日
2012,秋田県,32,38,19,19,,,,真夏日
2012,秋田県,32,,,,3,3,0,猛暑日
2012,岩手県,33,49,24,25,,,,真夏日
